"ProcessInstance","Process Instance","Status","Status","picklist",40,false,"[]",,false,false,,"[""Approved"",""Rejected"",""Recalled"",""Fault"",""Pending"",""Hold"",""Reassigned"",""Submitted"",""No Response""]",false
"ProcessInstance","Process Instance","CompletedDate","Completed Date","datetime",0,true,"[]",,false,false,,"[]",false
"ProcessInstance","Process Instance","LastActorId","User ID","reference",18,true,"[""User""]","LastActor",false,false,,"[]",false
"ProcessInstance","Process Instance","ElapsedTimeInDays","Elapsed Time in Days","double",0,true,"[]",,false,false,,"[]",false
"ProcessInstance","Process Instance","ElapsedTimeInHours","Elapsed Time in Hours","double",0,true,"[]",,false,false,,"[]",false
"ProcessInstance","Process Instance","ElapsedTimeInMinutes","Elapsed Time in Minutes","double",0,true,"[]",,false,false,,"[]",false
"ProcessInstance","Process Instance","SubmittedById","User ID","reference",18,true,"[""User""]","SubmittedBy",false,false,,"[]",false
"ProcessInstance","Process Instance","IsDeleted","Deleted","boolean",0,false,"[]",,false,false,,"[]",false
"ProcessInstance","Process Instance","CreatedDate","Created Date","datetime",0,false,"[]",,false,false,,"[]",false
"ProcessInstance","Process Instance","CreatedById","Created By ID","reference",18,false,"[""User""]","CreatedBy",false,false,,"[]",false
"ProcessInstance","Process Instance","LastModifiedDate","Last Modified Date","datetime",0,false,"[]",,false,false,,"[]",false
"ProcessInstance","Process Instance","LastModifiedById","Last Modified By ID","reference",18,false,"[""User""]","LastModifiedBy",false,false,,"[]",false
"ProcessInstance","Process Instance","SystemModstamp","System Modstamp","datetime",0,false,"[]",,false,false,,"[]",false
"sobjectName","sobjectLabel","name","label","type","length","nillable","referenceTo","relationshipName","unique","updateable","inlineHelpText","picklistValues","externalId"
"ProcessInstanceHistory","Process Instance History","Id","Process Instance History ID","id",18,false,"[]",,false,false,,"[]",false
"ProcessInstanceHistory","Process Instance History","IsPending","Is Pending","boolean",0,false,"[]",,false,false,,"[]",false
"ProcessInstanceHistory","Process Instance History","ProcessInstanceId","Process Instance ID","reference",18,false,"[""ProcessInstance""]","ProcessInstance",false,false,,"[]",false
